"codigo_funcionario";"email_funcionario";"codigo_beneficio";"codigo_empresa";"tipo_beneficio";"valor_beneficio"
7582;"";2;2;"2";"803"
7583;"";2;3;"2";"675"
7584;"";2;5;"2";"575"
7585;"";2;8;"2";"578"
7586;"";2;1;"2";"580"
7587;"";1;5;"1";"889"
7588;"";1;5;"1";"878"
7589;"";2;5;"2";"576"
7590;"";2;1;"2";"789"
7591;"";1;7;"1";"769"
7592;"";1;8;"1";"630"
7593;"";2;5;"2";"577"
7594;"";2;1;"2";"667"
7595;"";1;6;"1";"580"
7596;"";2;4;"2";"546"
7597;"";2;2;"2";"715"
7598;"";2;3;"2";"838"
7599;"";1;3;"1";"920"
7600;"";2;7;"2";"1022"
7601;"";2;4;"2";"1019"
7602;"";1;2;"1";"503"
7603;"";2;4;"2";"623"
7604;"";2;6;"2";"756"
7605;"";2;3;"2";"747"
7606;"";1;5;"1";"694"
7607;"";2;4;"2";"891"
7608;"";1;4;"1";"795"
7609;"";1;8;"1";"574"
7610;"";1;1;"1";"846"
7611;"";2;5;"2";"568"
7612;"";1;4;"1";"773"
7613;"";2;7;"2";"1023"
7614;"";1;8;"1";"636"
7615;"";2;1;"2";"720"
7616;"";1;8;"1";"915"
7617;"";2;3;"2";"1039"
7618;"";2;3;"2";"912"
7619;"";2;7;"2";"785"
7620;"";1;2;"1";"744"
7621;"";1;4;"1";"761"
7622;"";1;4;"1";"943"
7623;"";2;3;"2";"511"
7624;"";2;7;"2";"610"
7625;"";1;4;"1";"578"
7626;"";2;8;"2";"878"
7627;"";2;5;"2";"600"
7628;"";1;7;"1";"940"
7629;"";1;6;"1";"997"
7630;"";2;6;"2";"747"
7631;"";2;6;"2";"623"
7632;"";1;4;"1";"639"
7633;"";2;2;"2";"580"
7634;"";1;5;"1";"949"
7635;"";2;8;"2";"1022"
7636;"";1;1;"1";"713"
7637;"";2;2;"2";"1012"
7638;"";2;3;"2";"981"
7639;"";1;1;"1";"856"
7640;"";1;8;"1";"504"
7641;"";1;3;"1";"960"
7642;"";2;2;"2";"689"
7643;"";2;1;"2";"670"
7644;"";1;3;"1";"649"
7645;"";2;5;"2";"835"
7646;"";1;7;"1";"974"
7647;"";1;8;"1";"835"
7648;"";1;3;"1";"627"
7649;"";2;6;"2";"755"
7650;"";1;8;"1";"552"
7651;"";2;2;"2";"899"
7652;"";1;5;"1";"664"
7653;"";2;8;"2";"649"
7654;"";1;6;"1";"926"
7655;"";2;7;"2";"669"
7656;"";2;8;"2";"879"
7657;"";2;5;"2";"903"
7658;"";1;7;"1";"850"
7659;"";1;2;"1";"917"
7660;"";2;6;"2";"889"
7661;"";1;4;"1";"934"
7662;"";2;8;"2";"730"
7663;"";1;6;"1";"900"
7664;"";1;1;"1";"781"
7665;"";1;2;"1";"690"
7666;"";2;1;"2";"1011"
7667;"";1;6;"1";"846"
7668;"";1;5;"1";"741"
7669;"";2;2;"2";"636"
7670;"";1;5;"1";"757"
7671;"";2;8;"2";"646"
7672;"";2;7;"2";"607"
7673;"";1;3;"1";"548"
7674;"";2;3;"2";"762"
7675;"";2;6;"2";"584"
7676;"";1;4;"1";"997"
7677;"";2;4;"2";"565"
7678;"";2;1;"2";"754"
7679;"";2;3;"2";"662"
7680;"";2;1;"2";"656"
7681;"";1;6;"1";"542"
7682;"";1;7;"1";"672"
7683;"";2;6;"2";"559"
7684;"";2;8;"2";"896"
7685;"";2;7;"2";"909"
7686;"";2;7;"2";"732"
7687;"";1;5;"1";"890"
7688;"";1;2;"1";"809"
7689;"";2;2;"2";"785"
7690;"";1;4;"1";"811"
7691;"";1;5;"1";"876"
7692;"";2;4;"2";"717"
7693;"";1;1;"1";"792"
7694;"";2;6;"2";"893"
7695;"";1;6;"1";"986"
7696;"";1;5;"1";"767"
7697;"";1;4;"1";"800"
7698;"";2;8;"2";"616"
7699;"";1;6;"1";"804"
7700;"";2;6;"2";"738"
7701;"";2;2;"2";"1033"
7702;"";2;2;"2";"743"
7703;"";1;1;"1";"1002"
7704;"";1;6;"1";"868"
7705;"";1;6;"1";"993"
7706;"";1;1;"1";"938"
7707;"";1;5;"1";"1023"
7708;"";2;6;"2";"790"
7709;"";2;8;"2";"623"
7710;"";2;4;"2";"918"
7711;"";1;4;"1";"786"
7712;"";2;5;"2";"805"
7713;"";2;1;"2";"625"
7714;"";2;4;"2";"978"
7715;"";2;7;"2";"684"
7716;"";1;4;"1";"684"
7717;"";1;1;"1";"601"
7718;"";1;3;"1";"1044"
7719;"";2;6;"2";"702"
7720;"";1;2;"1";"988"
7721;"";2;5;"2";"533"
7722;"";2;6;"2";"772"
7723;"";1;8;"1";"832"
7724;"";2;7;"2";"820"
7725;"";1;8;"1";"515"
7726;"";2;6;"2";"563"
7727;"";1;3;"1";"923"
7728;"";2;8;"2";"761"
7729;"";2;3;"2";"700"
7730;"";1;6;"1";"810"
7731;"";1;8;"1";"670"
7732;"";1;8;"1";"736"
7733;"";2;6;"2";"611"
7734;"";2;4;"2";"714"
7735;"";1;8;"1";"697"
7736;"";1;3;"1";"527"
7737;"";1;1;"1";"923"
7738;"";1;7;"1";"713"
7739;"";1;6;"1";"738"
7740;"";1;6;"1";"1024"
7741;"";1;1;"1";"840"
7742;"";1;4;"1";"994"
7743;"";1;6;"1";"787"
7744;"";2;2;"2";"803"
7745;"";1;1;"1";"806"
7746;"";2;6;"2";"799"
7747;"";2;5;"2";"901"
7748;"";2;8;"2";"712"
7749;"";1;2;"1";"924"
7750;"";2;1;"2";"702"
7751;"";2;3;"2";"988"
7752;"";1;3;"1";"1043"
7753;"";2;3;"2";"1037"
7754;"";1;5;"1";"506"
7755;"";2;6;"2";"737"
7756;"";1;8;"1";"792"
7757;"";2;5;"2";"536"
7758;"";2;2;"2";"879"
7759;"";1;5;"1";"564"
7760;"";1;1;"1";"924"
7761;"";1;6;"1";"818"
7762;"";1;8;"1";"847"
7763;"";1;8;"1";"646"
7764;"";2;5;"2";"733"
7765;"";2;7;"2";"938"
7766;"";2;3;"2";"630"
7767;"";2;8;"2";"735"
7768;"";1;6;"1";"595"
7769;"";2;7;"2";"792"
7770;"";1;8;"1";"725"
7771;"";1;3;"1";"745"
7772;"";2;8;"2";"605"
7773;"";2;8;"2";"848"
7774;"";2;3;"2";"755"
7775;"";1;5;"1";"959"
7776;"";2;1;"2";"930"
7777;"";2;2;"2";"545"
7778;"";1;7;"1";"689"
7779;"";1;4;"1";"935"
7780;"";1;4;"1";"578"
7781;"";2;6;"2";"980"
7782;"";1;6;"1";"630"
7783;"";1;3;"1";"562"
7784;"";1;4;"1";"855"
7785;"";1;1;"1";"725"
7786;"";1;4;"1";"884"
7787;"";2;3;"2";"595"
7788;"";1;8;"1";"896"
7789;"";1;1;"1";"830"
7790;"";1;7;"1";"648"
7791;"";2;8;"2";"895"
7792;"";1;2;"1";"784"
7793;"";2;4;"2";"750"
7794;"";2;4;"2";"697"
7795;"";2;3;"2";"840"
7796;"";2;4;"2";"704"
7797;"";2;5;"2";"921"
7798;"";2;7;"2";"578"
7799;"";1;6;"1";"545"
7800;"";2;5;"2";"748"
7801;"";2;3;"2";"566"
7802;"";2;2;"2";"617"
7803;"";2;4;"2";"1047"
7804;"";1;1;"1";"946"
7805;"";1;6;"1";"798"
7806;"";1;2;"1";"608"
7807;"";2;8;"2";"804"
7808;"";2;5;"2";"909"
7809;"";2;6;"2";"823"
7810;"";2;5;"2";"748"
7811;"";2;8;"2";"1048"
7812;"";2;7;"2";"777"
7813;"";2;5;"2";"598"
7814;"";1;5;"1";"608"
7815;"";1;1;"1";"554"
7816;"";1;7;"1";"686"
7817;"";1;2;"1";"922"
7818;"";1;7;"1";"847"
7819;"";2;4;"2";"589"
7820;"";2;5;"2";"957"
7821;"";1;2;"1";"1030"
7822;"";2;5;"2";"771"
7823;"";1;1;"1";"627"
7824;"";2;2;"2";"1011"
7825;"";2;5;"2";"938"
7826;"";2;8;"2";"1001"
7827;"";2;1;"2";"1005"
7828;"";1;5;"1";"1002"
7829;"";2;7;"2";"1041"
7830;"";2;2;"2";"763"
7831;"";1;2;"1";"989"
7832;"";2;5;"2";"829"
7833;"";2;1;"2";"999"
7834;"";1;3;"1";"534"
7835;"";1;7;"1";"960"
7836;"";2;1;"2";"1028"
7837;"";1;6;"1";"502"
7838;"";1;6;"1";"508"
7839;"";1;5;"1";"563"
7840;"";1;8;"1";"829"
7841;"";1;8;"1";"987"
7842;"";2;1;"2";"853"
7843;"";2;2;"2";"1044"
7844;"";2;3;"2";"737"
7845;"";2;8;"2";"533"
7846;"";1;8;"1";"613"
7847;"";1;6;"1";"540"
7848;"";2;8;"2";"849"
7849;"";1;4;"1";"902"
7850;"";2;6;"2";"745"
7851;"";1;8;"1";"679"
7852;"";2;7;"2";"1016"
7853;"";2;3;"2";"653"
7854;"";2;1;"2";"518"
7855;"";1;3;"1";"775"
7856;"";2;3;"2";"538"
7857;"";2;3;"2";"586"
7858;"";2;7;"2";"928"
7859;"";2;4;"2";"910"
7860;"";1;7;"1";"557"
7861;"";1;3;"1";"856"
7862;"";1;3;"1";"628"
7863;"";2;4;"2";"796"
7864;"";1;2;"1";"720"
7865;"";1;5;"1";"992"
7866;"";1;4;"1";"923"
7867;"";2;7;"2";"956"
7868;"";1;8;"1";"624"
7869;"";2;2;"2";"629"
7870;"";2;3;"2";"644"
7871;"";1;6;"1";"933"
7872;"";1;6;"1";"883"
7873;"";1;3;"1";"597"
7874;"";1;8;"1";"623"
7875;"";2;8;"2";"511"
7876;"";1;1;"1";"1001"
7877;"";1;1;"1";"761"
7878;"";2;2;"2";"733"
7879;"";2;5;"2";"897"
7880;"";1;4;"1";"958"
7881;"";1;8;"1";"673"
7882;"";1;7;"1";"719"
7883;"";1;6;"1";"893"
7884;"";2;4;"2";"601"
7885;"";1;6;"1";"987"
7886;"";2;4;"2";"679"
7887;"";1;6;"1";"641"
7888;"";2;4;"2";"943"
7889;"";1;3;"1";"726"
7890;"";1;7;"1";"902"
7891;"";1;1;"1";"865"
7892;"";2;4;"2";"501"
7893;"";1;5;"1";"801"
7894;"";1;1;"1";"859"
7895;"";1;7;"1";"896"
7896;"";2;1;"2";"987"
7897;"";1;4;"1";"882"
7898;"";1;8;"1";"598"
7899;"";2;5;"2";"1003"
7900;"";2;8;"2";"808"
7901;"";2;1;"2";"694"
7902;"";1;4;"1";"1028"
7903;"";1;7;"1";"893"
7904;"";1;4;"1";"780"
7905;"";2;2;"2";"572"
7906;"";1;6;"1";"986"
7907;"";2;2;"2";"843"
7908;"";1;7;"1";"826"
7909;"";1;5;"1";"851"
7910;"";1;1;"1";"734"
7911;"";1;4;"1";"739"
7912;"";1;1;"1";"520"
7913;"";2;3;"2";"705"
7914;"";2;2;"2";"995"
7915;"";2;1;"2";"665"
7916;"";2;7;"2";"858"
7917;"";1;5;"1";"516"
7918;"";2;7;"2";"785"
7919;"";1;1;"1";"676"
7920;"";2;5;"2";"866"
7921;"";2;4;"2";"1044"
7922;"";1;1;"1";"585"
7923;"";1;7;"1";"1046"
7924;"";2;6;"2";"893"
7925;"";2;6;"2";"935"
7926;"";1;5;"1";"952"
7927;"";1;5;"1";"794"
7928;"";1;3;"1";"681"
7929;"";1;6;"1";"626"
7930;"";2;5;"2";"795"
7931;"";1;3;"1";"716"
7932;"";2;3;"2";"781"
7933;"";2;4;"2";"633"
7934;"";2;4;"2";"644"
7935;"";1;5;"1";"786"
7936;"";1;1;"1";"687"
7937;"";1;2;"1";"558"
7938;"";2;2;"2";"724"
7939;"";2;2;"2";"1014"
7940;"";1;4;"1";"771"
7941;"";2;6;"2";"1004"
7942;"";1;3;"1";"744"
7943;"";2;8;"2";"626"
7944;"";1;8;"1";"852"
7945;"";1;4;"1";"851"
7946;"";1;5;"1";"776"
7947;"";1;7;"1";"701"
7948;"";1;4;"1";"612"
7949;"";2;8;"2";"803"
7950;"";1;6;"1";"1050"
7951;"";1;7;"1";"802"
7952;"";2;1;"2";"728"
7953;"";1;7;"1";"514"
7954;"";1;4;"1";"637"
7955;"";1;6;"1";"665"
7956;"";2;4;"2";"682"
7957;"";1;8;"1";"1022"
7958;"";1;1;"1";"912"
7959;"";2;1;"2";"874"
7960;"";1;5;"1";"757"
7961;"";2;2;"2";"688"
7962;"";2;2;"2";"542"
7963;"";2;5;"2";"548"
7964;"";2;5;"2";"738"
7965;"";1;4;"1";"1012"
7966;"";1;7;"1";"639"
7967;"";2;5;"2";"626"
7968;"";1;1;"1";"786"
7969;"";2;3;"2";"1045"
7970;"";1;5;"1";"669"
7971;"";1;2;"1";"780"
7972;"";2;4;"2";"675"
7973;"";2;4;"2";"955"
7974;"";1;7;"1";"540"
7975;"";2;7;"2";"652"
7976;"";2;8;"2";"804"
7977;"";1;5;"1";"627"
7978;"";2;7;"2";"820"
7979;"";1;1;"1";"809"
7980;"";2;4;"2";"877"
7981;"";2;8;"2";"567"
7982;"";2;3;"2";"748"
7983;"";2;6;"2";"867"
7984;"";2;5;"2";"694"
7985;"";2;3;"2";"517"
7986;"";2;6;"2";"596"
7987;"";1;4;"1";"623"
7988;"";1;8;"1";"548"
7989;"";2;4;"2";"941"
7990;"";1;7;"1";"920"
7991;"";2;2;"2";"1029"
7992;"";2;6;"2";"700"
7993;"";2;3;"2";"541"
7994;"";2;2;"2";"732"
7995;"";1;3;"1";"792"
7996;"";1;1;"1";"645"
7997;"";2;7;"2";"821"
7998;"";1;7;"1";"613"
7999;"";1;5;"1";"945"
8000;"";2;7;"2";"1000"
8001;"";1;8;"1";"944"
8002;"";1;3;"1";"740"
8003;"";1;3;"1";"769"
8004;"";1;5;"1";"703"
8005;"";2;7;"2";"742"
8006;"";1;6;"1";"1039"
8007;"";1;8;"1";"922"
8008;"";1;3;"1";"822"
8009;"";1;5;"1";"686"
8010;"";2;1;"2";"665"
8011;"";1;4;"1";"818"
8012;"";1;6;"1";"505"
8013;"";2;5;"2";"521"
8014;"";1;6;"1";"756"
8015;"";1;2;"1";"647"
8016;"";1;7;"1";"933"
8017;"";2;4;"2";"966"
8018;"";2;2;"2";"1009"
8019;"";2;7;"2";"1020"
8020;"";2;5;"2";"906"
8021;"";1;6;"1";"846"
8022;"";1;5;"1";"521"
8023;"";1;2;"1";"622"
8024;"";1;4;"1";"743"
8025;"";1;8;"1";"869"
8026;"";1;4;"1";"752"
8027;"";1;7;"1";"557"
8028;"";1;4;"1";"959"
8029;"";1;7;"1";"504"
8030;"";2;2;"2";"599"
8031;"";1;7;"1";"640"
8032;"";2;5;"2";"1048"
8033;"";1;6;"1";"727"
8034;"";1;8;"1";"1042"
8035;"";2;6;"2";"501"
8036;"";2;5;"2";"1009"
8037;"";2;1;"2";"511"
8038;"";1;1;"1";"819"
8039;"";2;3;"2";"530"
8040;"";1;4;"1";"813"
8041;"";1;7;"1";"935"
8042;"";1;7;"1";"768"
8043;"";2;6;"2";"929"
8044;"";1;3;"1";"909"
8045;"";1;7;"1";"745"
8046;"";1;4;"1";"513"
8047;"";1;5;"1";"972"
8048;"";1;2;"1";"904"
8049;"";1;7;"1";"653"
8050;"";1;4;"1";"915"
8051;"";1;3;"1";"824"
8052;"";2;5;"2";"744"
8053;"";1;1;"1";"931"
8054;"";2;6;"2";"665"
8055;"";2;2;"2";"508"
8056;"";1;3;"1";"562"
8057;"";1;6;"1";"714"
8058;"";1;5;"1";"744"
8059;"";1;2;"1";"808"
8060;"";1;8;"1";"1012"
8061;"";2;2;"2";"882"
8062;"";2;7;"2";"726"
8063;"";1;1;"1";"910"
8064;"";1;2;"1";"886"
8065;"";1;5;"1";"882"
8066;"";1;7;"1";"888"
8067;"";2;1;"2";"720"
8068;"";1;2;"1";"907"
8069;"";1;7;"1";"526"
8070;"";1;4;"1";"541"
8071;"";1;3;"1";"757"
8072;"";1;7;"1";"586"
8073;"";1;5;"1";"557"
8074;"";1;6;"1";"724"
8075;"";2;7;"2";"894"
8076;"";1;2;"1";"849"
8077;"";1;6;"1";"798"
8078;"";2;7;"2";"1007"
8079;"";1;7;"1";"906"
8080;"";2;2;"2";"644"
8081;"";2;3;"2";"566"
8082;"";2;5;"2";"946"
8083;"";2;1;"2";"804"
8084;"";2;4;"2";"549"
8085;"";2;1;"2";"1019"
8086;"";1;2;"1";"717"
8087;"";1;1;"1";"652"
8088;"";1;8;"1";"509"
8089;"";1;8;"1";"617"
8090;"";1;1;"1";"1003"
8091;"";1;2;"1";"862"
8092;"";2;3;"2";"1027"
8093;"";2;6;"2";"526"
8094;"";2;2;"2";"538"
8095;"";1;7;"1";"690"
8096;"";1;1;"1";"648"
8097;"";2;4;"2";"817"
8098;"";2;1;"2";"578"
8099;"";1;3;"1";"846"
8100;"";2;8;"2";"700"
8101;"";2;2;"2";"1001"
8102;"";1;2;"1";"836"
8103;"";2;5;"2";"578"
8104;"";2;5;"2";"536"
8105;"";2;4;"2";"552"
8106;"";2;3;"2";"691"
8107;"";1;4;"1";"880"
8108;"";2;7;"2";"1024"
8109;"";1;1;"1";"706"
8110;"";2;5;"2";"921"
8111;"";2;4;"2";"975"
8112;"";2;2;"2";"788"
8113;"";2;6;"2";"626"
8114;"";1;4;"1";"781"
8115;"";1;5;"1";"677"
8116;"";1;1;"1";"962"
8117;"";1;1;"1";"815"
8118;"";2;8;"2";"934"
8119;"";1;4;"1";"532"
8120;"";2;8;"2";"580"
8121;"";2;8;"2";"858"
8122;"";2;4;"2";"1019"
8123;"";2;6;"2";"706"
8124;"";2;6;"2";"769"
8125;"";1;8;"1";"500"
8126;"";1;4;"1";"787"
8127;"";2;6;"2";"953"
8128;"";2;2;"2";"917"
8129;"";2;1;"2";"564"
8130;"";1;6;"1";"799"
8131;"";1;7;"1";"793"
8132;"";2;1;"2";"913"
8133;"";1;5;"1";"518"
8134;"";2;7;"2";"876"
8135;"";1;2;"1";"518"
8136;"";1;6;"1";"958"
8137;"";2;7;"2";"797"
8138;"";2;1;"2";"552"
8139;"";2;1;"2";"924"
8140;"";1;1;"1";"953"
8141;"";1;7;"1";"847"
8142;"";1;2;"1";"951"
8143;"";2;2;"2";"523"
8144;"";2;7;"2";"504"
8145;"";2;6;"2";"521"
8146;"";2;3;"2";"736"
8147;"";1;3;"1";"675"
8148;"";1;3;"1";"546"
8149;"";2;6;"2";"895"
8150;"";2;3;"2";"846"
8151;"";1;7;"1";"542"
8152;"";1;2;"1";"946"
8153;"";2;6;"2";"1034"
8154;"";2;3;"2";"1015"
8155;"";1;1;"1";"588"
8156;"";2;5;"2";"693"
8157;"";2;8;"2";"625"
8158;"";2;8;"2";"715"
8159;"";2;8;"2";"692"
8160;"";2;1;"2";"503"
8161;"";2;4;"2";"865"
8162;"";1;7;"1";"504"
8163;"";2;7;"2";"957"
8164;"";1;4;"1";"651"
8165;"";1;2;"1";"1010"
8166;"";1;4;"1";"726"
8167;"";2;4;"2";"929"
8168;"";1;1;"1";"736"
8169;"";1;4;"1";"714"
8170;"";1;7;"1";"573"
8171;"";1;1;"1";"680"
8172;"";1;4;"1";"795"
8173;"";1;1;"1";"751"
8174;"";2;4;"2";"970"
8175;"";1;6;"1";"957"
8176;"";2;1;"2";"732"
8177;"";1;7;"1";"686"
8178;"";1;8;"1";"611"
8179;"";1;8;"1";"1010"
8180;"";2;5;"2";"621"
8181;"";1;7;"1";"773"
8182;"";2;4;"2";"756"
8183;"";1;4;"1";"571"
8184;"";1;4;"1";"767"
8185;"";1;2;"1";"764"
8186;"";1;1;"1";"615"
8187;"";1;8;"1";"826"
8188;"";2;1;"2";"823"
8189;"";2;6;"2";"637"
8190;"";1;4;"1";"686"
8191;"";1;5;"1";"709"
8192;"";1;5;"1";"808"
8193;"";2;5;"2";"1006"
8194;"";2;1;"2";"1034"
8195;"";2;3;"2";"626"
8196;"";2;4;"2";"554"
8197;"";2;1;"2";"560"
8198;"";1;8;"1";"935"
8199;"";2;5;"2";"794"
8200;"";2;4;"2";"700"
8201;"";2;8;"2";"934"
8202;"";1;2;"1";"859"
8203;"";2;3;"2";"602"
8204;"";2;4;"2";"991"
8205;"";1;6;"1";"1000"
8206;"";1;8;"1";"778"
8207;"";2;5;"2";"790"
8208;"";1;5;"1";"593"
8209;"";2;2;"2";"832"
8210;"";2;5;"2";"674"
8211;"";2;5;"2";"522"
8212;"";1;8;"1";"590"
8213;"";1;2;"1";"538"
8214;"";1;7;"1";"627"
8215;"";1;3;"1";"503"
8216;"";2;7;"2";"562"
8217;"";1;8;"1";"595"
8218;"";1;6;"1";"796"
8219;"";1;7;"1";"572"
8220;"";2;8;"2";"814"
8221;"";1;5;"1";"595"
8222;"";1;7;"1";"1035"
8223;"";2;7;"2";"644"
8224;"";2;6;"2";"874"
8225;"";1;2;"1";"935"
8226;"";1;5;"1";"670"
8227;"";2;8;"2";"1017"
8228;"";1;3;"1";"970"
8229;"";2;4;"2";"865"
8230;"";2;8;"2";"580"
8231;"";1;6;"1";"600"
8232;"";2;4;"2";"594"
8233;"";2;6;"2";"601"
8234;"";1;3;"1";"901"
8235;"";2;1;"2";"719"
8236;"";1;5;"1";"786"
8237;"";2;3;"2";"554"
8238;"";2;3;"2";"717"
8239;"";1;3;"1";"1046"
8240;"";2;5;"2";"1026"
8241;"";1;4;"1";"679"
8242;"";2;5;"2";"870"
8243;"";1;7;"1";"1031"
8244;"";2;8;"2";"826"
8245;"";1;4;"1";"605"
8246;"";2;2;"2";"957"
8247;"";2;2;"2";"517"
8248;"";2;6;"2";"605"
8249;"";2;6;"2";"513"
8250;"";1;4;"1";"710"
8251;"";2;8;"2";"530"
8252;"";2;4;"2";"902"
8253;"";1;4;"1";"1017"
8254;"";2;2;"2";"806"
8255;"";1;6;"1";"875"
8256;"";1;5;"1";"918"
8257;"";1;4;"1";"655"
8258;"";2;4;"2";"916"
8259;"";1;8;"1";"937"
8260;"";2;2;"2";"857"
8261;"";2;2;"2";"734"
8262;"";2;1;"2";"623"
8263;"";2;4;"2";"536"
8264;"";2;3;"2";"995"
8265;"";1;3;"1";"912"
8266;"";1;3;"1";"905"
8267;"";2;4;"2";"731"
8268;"";2;6;"2";"698"
8269;"";1;2;"1";"529"
8270;"";1;2;"1";"610"
8271;"";2;5;"2";"702"
8272;"";1;8;"1";"645"
8273;"";2;7;"2";"869"
8274;"";2;3;"2";"951"
8275;"";2;5;"2";"558"
8276;"";1;6;"1";"587"
8277;"";1;3;"1";"579"
8278;"";1;4;"1";"689"
8279;"";1;4;"1";"709"
8280;"";2;3;"2";"875"
8281;"";1;1;"1";"1002"
8282;"";1;5;"1";"875"
8283;"";2;1;"2";"1037"
8284;"";1;5;"1";"1000"
8285;"";2;2;"2";"926"
8286;"";2;7;"2";"938"
8287;"";1;6;"1";"1010"
8288;"";1;5;"1";"872"
8289;"";1;5;"1";"606"
8290;"";2;3;"2";"970"
8291;"";1;3;"1";"878"
8292;"";2;5;"2";"583"
8293;"";2;3;"2";"795"
8294;"";1;6;"1";"984"
8295;"";1;2;"1";"900"
8296;"";1;3;"1";"760"
8297;"";1;6;"1";"989"
8298;"";1;5;"1";"771"
8299;"";2;6;"2";"849"
8300;"";2;6;"2";"788"
8301;"";1;2;"1";"666"
8302;"";1;8;"1";"961"
8303;"";2;3;"2";"789"
8304;"";2;7;"2";"533"
8305;"";1;7;"1";"678"
8306;"";1;1;"1";"624"
8307;"";2;4;"2";"508"
8308;"";1;5;"1";"575"
8309;"";2;3;"2";"806"
8310;"";2;2;"2";"950"
8311;"";2;5;"2";"626"
8312;"";1;1;"1";"586"
8313;"";1;1;"1";"747"
8314;"";2;6;"2";"1029"
8315;"";2;7;"2";"968"
8316;"";2;7;"2";"812"
8317;"";2;8;"2";"709"
8318;"";1;5;"1";"551"
8319;"";2;7;"2";"950"
8320;"";2;7;"2";"699"
8321;"";1;4;"1";"562"
8322;"";2;3;"2";"524"
8323;"";2;2;"2";"801"
8324;"";1;3;"1";"960"
8325;"";1;5;"1";"1028"
8326;"";1;2;"1";"845"
8327;"";1;6;"1";"606"
8328;"";1;2;"1";"739"
8329;"";2;5;"2";"737"
8330;"";2;3;"2";"984"
8331;"";1;4;"1";"553"
8332;"";2;1;"2";"1017"
8333;"";2;3;"2";"608"
8334;"";2;4;"2";"562"
8335;"";2;5;"2";"565"
8336;"";2;8;"2";"753"
8337;"";1;2;"1";"843"
8338;"";1;8;"1";"995"
8339;"";2;4;"2";"979"
8340;"";1;6;"1";"934"
8341;"";1;4;"1";"1003"
8342;"";1;1;"1";"693"
8343;"";1;5;"1";"547"
8344;"";2;2;"2";"840"
8345;"";2;6;"2";"845"
8346;"";2;5;"2";"795"
8347;"";1;5;"1";"726"
8348;"";2;1;"2";"998"
8349;"";2;6;"2";"714"
8350;"";1;3;"1";"670"
8351;"";2;7;"2";"1020"
8352;"";2;8;"2";"533"
8353;"";2;6;"2";"724"
8354;"";1;6;"1";"991"
8355;"";2;6;"2";"959"
8356;"";1;3;"1";"522"
8357;"";1;5;"1";"834"
8358;"";2;6;"2";"596"
8359;"";2;2;"2";"654"
8360;"";2;2;"2";"663"
8361;"";1;4;"1";"587"
8362;"";2;6;"2";"590"
8363;"";1;1;"1";"840"
8364;"";2;3;"2";"544"
8365;"";2;2;"2";"504"
8366;"";1;6;"1";"815"
8367;"";1;2;"1";"1019"
8368;"";1;4;"1";"900"
8369;"";2;4;"2";"549"
8370;"";1;2;"1";"536"
8371;"";2;8;"2";"1022"
8372;"";2;1;"2";"1014"
8373;"";1;2;"1";"689"
8374;"";1;8;"1";"702"
8375;"";2;7;"2";"989"
8376;"";2;4;"2";"972"
8377;"";1;6;"1";"959"
8378;"";1;1;"1";"730"
8379;"";1;5;"1";"911"
8380;"";1;4;"1";"848"
8381;"";2;1;"2";"644"
8382;"";2;4;"2";"939"
8383;"";2;7;"2";"795"
8384;"";1;6;"1";"1043"
8385;"";2;8;"2";"1037"
8386;"";1;3;"1";"890"
8387;"";1;1;"1";"729"
8388;"";2;1;"2";"603"
8389;"";1;7;"1";"686"
8390;"";1;6;"1";"957"
8391;"";2;6;"2";"641"
8392;"";2;8;"2";"846"
8393;"";1;8;"1";"733"
8394;"";2;1;"2";"876"
8395;"";1;6;"1";"969"
8396;"";1;3;"1";"594"
8397;"";2;5;"2";"516"
8398;"";2;5;"2";"734"
8399;"";2;8;"2";"798"
8400;"";2;3;"2";"778"
8401;"";1;8;"1";"742"
8402;"";2;7;"2";"559"
8403;"";2;3;"2";"992"
8404;"";2;1;"2";"625"
8405;"";2;4;"2";"575"
8406;"";1;8;"1";"751"
8407;"";1;3;"1";"885"
8408;"";2;7;"2";"840"
8409;"";2;2;"2";"646"
8410;"";1;7;"1";"687"
8411;"";2;3;"2";"948"
8412;"";1;8;"1";"1031"
8413;"";2;1;"2";"868"
8414;"";1;4;"1";"858"
8415;"";1;8;"1";"1042"
8416;"";2;4;"2";"937"
8417;"";1;3;"1";"846"
8418;"";1;6;"1";"723"
8419;"";2;7;"2";"842"
8420;"";1;1;"1";"694"
8421;"";2;7;"2";"870"
8422;"";2;5;"2";"1046"
8423;"";2;7;"2";"550"
8424;"";1;8;"1";"943"
8425;"";2;8;"2";"742"
8426;"";2;1;"2";"1022"
8427;"";1;6;"1";"818"
8428;"";2;4;"2";"880"
8429;"";2;7;"2";"1000"
8430;"";2;4;"2";"579"
8431;"";1;6;"1";"536"
8432;"";1;8;"1";"783"
8433;"";1;5;"1";"764"
8434;"";2;7;"2";"1029"
8435;"";2;2;"2";"841"
8436;"";1;4;"1";"743"
8437;"";1;7;"1";"654"
8438;"";2;8;"2";"1047"
8439;"";2;2;"2";"956"
8440;"";1;4;"1";"974"
8441;"";1;8;"1";"568"
8442;"";1;6;"1";"801"
8443;"";1;8;"1";"779"
8444;"";2;7;"2";"583"
8445;"";1;2;"1";"1022"
8446;"";1;2;"1";"828"
8447;"";1;4;"1";"968"
