"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"7614","","8","636"
"7615","","1","720"
"7616","","8","915"
"7617","","3","1039"
"7618","","3","912"
"7619","","7","785"
"7620","","2","744"
"7621","","4","761"
"7622","","4","943"
"7623","","3","511"
"7624","","7","610"
"7625","","4","578"
"7626","","8","878"
"7627","","5","600"
"7628","","7","940"
"7629","","6","997"
"7630","","6","747"
"7631","","6","623"
"7632","","4","639"
"7633","","2","580"
"7634","","5","949"
"7635","","8","1022"
"7636","","1","713"
"7637","","2","1012"
"7638","","3","981"
"7639","","1","856"
"7640","","8","504"
"7641","","3","960"
"7642","","2","689"
"7643","","1","670"
"7644","","3","649"
"7645","","5","835"
"7646","","7","974"
"7647","","8","835"
"7648","","3","627"
"7649","","6","755"
"7650","","8","552"
"7651","","2","899"
"7652","","5","664"
"7653","","8","649"
"7654","","6","926"
"7655","","7","669"
"7656","","8","879"
"7657","","5","903"
"7658","","7","850"
"7659","","2","917"
"7660","","6","889"
"7661","","4","934"
"7662","","8","730"
"7663","","6","900"
"7664","","1","781"
"7665","","2","690"
"7666","","1","1011"
"7667","","6","846"
"7668","","5","741"
"7669","","2","636"
"7670","","5","757"
"7671","","8","646"
"7672","","7","607"
"7673","","3","548"
"7674","","3","762"
"7675","","6","584"
"7676","","4","997"
"7677","","4","565"
"7678","","1","754"
"7679","","3","662"
"7680","","1","656"
"7681","","6","542"
"7682","","7","672"
"7683","","6","559"
"7684","","8","896"
"7685","","7","909"
"7686","","7","732"
"7687","","5","890"
"7688","","2","809"
"7689","","2","785"
"7690","","4","811"
"7691","","5","876"
"7692","","4","717"
"7693","","1","792"
"7694","","6","893"
"7695","","6","986"
"7696","","5","767"
"7697","","4","800"
"7698","","8","616"
"7699","","6","804"
"7700","","6","738"
"7701","","2","1033"
"7702","","2","743"
"7703","","1","1002"
"7704","","6","868"
"7705","","6","993"
"7706","","1","938"
"7707","","5","1023"
"7708","","6","790"
"7709","","8","623"
"7710","","4","918"
"7711","","4","786"
"7712","","5","805"
"7713","","1","625"
"7714","","4","978"
"7715","","7","684"
"7716","","4","684"
"7717","","1","601"
"7718","","3","1044"
"7719","","6","702"
"7720","","2","988"
"7721","","5","533"
"7722","","6","772"
"7723","","8","832"
"7724","","7","820"
"7725","","8","515"
"7726","","6","563"
"7727","","3","923"
"7728","","8","761"
"7729","","3","700"
"7730","","6","810"
"7731","","8","670"
"7732","","8","736"
"7733","","6","611"
"7734","","4","714"
"7735","","8","697"
"7736","","3","527"
"7737","","1","923"
"7738","","7","713"
"7739","","6","738"
"7740","","6","1024"
"7741","","1","840"
"7742","","4","994"
"7743","","6","787"
"7744","","2","803"
"7745","","1","806"
"7746","","6","799"
"7747","","5","901"
"7748","","8","712"
"7749","","2","924"
"7750","","1","702"
"7751","","3","988"
"7752","","3","1043"
"7753","","3","1037"
"7754","","5","506"
"7755","","6","737"
"7756","","8","792"
"7757","","5","536"
"7758","","2","879"
"7759","","5","564"
"7760","","1","924"
"7761","","6","818"
"7762","","8","847"
"7763","","8","646"
"7764","","5","733"
"7765","","7","938"
"7766","","3","630"
"7767","","8","735"
"7768","","6","595"
"7769","","7","792"
"7770","","8","725"
"7771","","3","745"
"7772","","8","605"
"7773","","8","848"
"7774","","3","755"
"7775","","5","959"
"7776","","1","930"
"7777","","2","545"
"7778","","7","689"
"7779","","4","935"
"7780","","4","578"
"7781","","6","980"
"7782","","6","630"
"7783","","3","562"
"7784","","4","855"
"7785","","1","725"
"7786","","4","884"
"7787","","3","595"
"7788","","8","896"
"7789","","1","830"
"7790","","7","648"
"7791","","8","895"
"7792","","2","784"
"7793","","4","750"
"7794","","4","697"
"7795","","3","840"
"7796","","4","704"
"7797","","5","921"
"7798","","7","578"
"7799","","6","545"
"7800","","5","748"
"7801","","3","566"
"7802","","2","617"
"7803","","4","1047"
"7804","","1","946"
"7805","","6","798"
"7806","","2","608"
"7807","","8","804"
"7808","","5","909"
"7809","","6","823"
"7810","","5","748"
"7811","","8","1048"
"7812","","7","777"
"7813","","5","598"
"7814","","5","608"
"7815","","1","554"
"7816","","7","686"
"7817","","2","922"
"7818","","7","847"
"7819","","4","589"
"7820","","5","957"
"7821","","2","1030"
"7822","","5","771"
"7823","","1","627"
"7824","","2","1011"
"7825","","5","938"
"7826","","8","1001"
"7827","","1","1005"
"7828","","5","1002"
"7829","","7","1041"
"7830","","2","763"
"7831","","2","989"
"7832","","5","829"
"7833","","1","999"
"7834","","3","534"
"7835","","7","960"
"7836","","1","1028"
"7837","","6","502"
"7838","","6","508"
"7839","","5","563"
"7840","","8","829"
"7841","","8","987"
"7842","","1","853"
"7843","","2","1044"
"7844","","3","737"
"7845","","8","533"
"7846","","8","613"
"7847","","6","540"
"7848","","8","849"
"7849","","4","902"
"7850","","6","745"
"7851","","8","679"
"7852","","7","1016"
"7853","","3","653"
"7854","","1","518"
"7855","","3","775"
"7856","","3","538"
"7857","","3","586"
"7858","","7","928"
"7859","","4","910"
"7860","","7","557"
"7861","","3","856"
"7862","","3","628"
"7863","","4","796"
"7864","","2","720"
"7865","","5","992"
"7866","","4","923"
"7867","","7","956"
"7868","","8","624"
"7869","","2","629"
"7870","","3","644"
"7871","","6","933"
"7872","","6","883"
"7873","","3","597"
"7874","","8","623"
"7875","","8","511"
"7876","","1","1001"
"7877","","1","761"
"7878","","2","733"
"7879","","5","897"
"7880","","4","958"
"7881","","8","673"
"7882","","7","719"
"7883","","6","893"
"7884","","4","601"
"7885","","6","987"
"7886","","4","679"
"7887","","6","641"
"7888","","4","943"
"7889","","3","726"
"7890","","7","902"
"7891","","1","865"
"7892","","4","501"
"7893","","5","801"
"7894","","1","859"
"7895","","7","896"
"7896","","1","987"
"7897","","4","882"
"7898","","8","598"
"7899","","5","1003"
"7900","","8","808"
"7901","","1","694"
"7902","","4","1028"
"7903","","7","893"
"7904","","4","780"
"7905","","2","572"
"7906","","6","986"
"7907","","2","843"
"7908","","7","826"
"7909","","5","851"
"7910","","1","734"
"7911","","4","739"
"7912","","1","520"
"7913","","3","705"
"7914","","2","995"
"7915","","1","665"
"7916","","7","858"
"7917","","5","516"
"7918","","7","785"
"7919","","1","676"
"7920","","5","866"
"7921","","4","1044"
"7922","","1","585"
"7923","","7","1046"
"7924","","6","893"
"7925","","6","935"
"7926","","5","952"
"7927","","5","794"
"7928","","3","681"
"7929","","6","626"
"7930","","5","795"
"7931","","3","716"
"7932","","3","781"
"7933","","4","633"
"7934","","4","644"
"7935","","5","786"
"7936","","1","687"
"7937","","2","558"
"7938","","2","724"
"7939","","2","1014"
"7940","","4","771"
"7941","","6","1004"
"7942","","3","744"
"7943","","8","626"
"7944","","8","852"
"7945","","4","851"
"7946","","5","776"
"7947","","7","701"
"7948","","4","612"
"7949","","8","803"
"7950","","6","1050"
"7951","","7","802"
"7952","","1","728"
"7953","","7","514"
"7954","","4","637"
"7955","","6","665"
"7956","","4","682"
"7957","","8","1022"
"7958","","1","912"
"7959","","1","874"
"7960","","5","757"
"7961","","2","688"
"7962","","2","542"
"7963","","5","548"
"7964","","5","738"
"7965","","4","1012"
"7966","","7","639"
"7967","","5","626"
"7968","","1","786"
"7969","","3","1045"
"7970","","5","669"
"7971","","2","780"
"7972","","4","675"
"7973","","4","955"
"7974","","7","540"
"7975","","7","652"
"7976","","8","804"
"7977","","5","627"
"7978","","7","820"
"7979","","1","809"
"7980","","4","877"
"7981","","8","567"
"7982","","3","748"
"7983","","6","867"
"7984","","5","694"
"7985","","3","517"
"7986","","6","596"
"7987","","4","623"
"7988","","8","548"
"7989","","4","941"
"7990","","7","920"
"7991","","2","1029"
"7992","","6","700"
"7993","","3","541"
"7994","","2","732"
"7995","","3","792"
"7996","","1","645"
"7997","","7","821"
"7998","","7","613"
"7999","","5","945"
"8000","","7","1000"
"8001","","8","944"
"8002","","3","740"
"8003","","3","769"
"8004","","5","703"
"8005","","7","742"
"8006","","6","1039"
"8007","","8","922"
"8008","","3","822"
"8009","","5","686"
"8010","","1","665"
"8011","","4","818"
"8012","","6","505"
"8013","","5","521"
"8014","","6","756"
"8015","","2","647"
"8016","","7","933"
"8017","","4","966"
"8018","","2","1009"
"8019","","7","1020"
"8020","","5","906"
"8021","","6","846"
"8022","","5","521"
"8023","","2","622"
"8024","","4","743"
"8025","","8","869"
"8026","","4","752"
"8027","","7","557"
"8028","","4","959"
"8029","","7","504"
"8030","","2","599"
"8031","","7","640"
"8032","","5","1048"
"8033","","6","727"
"8034","","8","1042"
"8035","","6","501"
"8036","","5","1009"
"8037","","1","511"
"8038","","1","819"
"8039","","3","530"
"8040","","4","813"
"8041","","7","935"
"8042","","7","768"
"8043","","6","929"
"8044","","3","909"
"8045","","7","745"
"8046","","4","513"
"8047","","5","972"
"8048","","2","904"
"8049","","7","653"
"8050","","4","915"
"8051","","3","824"
"8052","","5","744"
"8053","","1","931"
"8054","","6","665"
"8055","","2","508"
"8056","","3","562"
"8057","","6","714"
"8058","","5","744"
"8059","","2","808"
"8060","","8","1012"
"8061","","2","882"
"8062","","7","726"
"8063","","1","910"
"8064","","2","886"
"8065","","5","882"
"8066","","7","888"
"8067","","1","720"
"8068","","2","907"
"8069","","7","526"
"8070","","4","541"
"8071","","3","757"
"8072","","7","586"
"8073","","5","557"
"8074","","6","724"
"8075","","7","894"
"8076","","2","849"
"8077","","6","798"
"8078","","7","1007"
"8079","","7","906"
"8080","","2","644"
"8081","","3","566"
"8082","","5","946"
"8083","","1","804"
"8084","","4","549"
"8085","","1","1019"
"8086","","2","717"
"8087","","1","652"
"8088","","8","509"
"8089","","8","617"
"8090","","1","1003"
"8091","","2","862"
"8092","","3","1027"
"8093","","6","526"
"8094","","2","538"
"8095","","7","690"
"8096","","1","648"
"8097","","4","817"
"8098","","1","578"
"8099","","3","846"
"8100","","8","700"
"8101","","2","1001"
"8102","","2","836"
"8103","","5","578"
"8104","","5","536"
"8105","","4","552"
"8106","","3","691"
"8107","","4","880"
"8108","","7","1024"
"8109","","1","706"
"8110","","5","921"
"8111","","4","975"
"8112","","2","788"
"8113","","6","626"
"8114","","4","781"
"8115","","5","677"
"8116","","1","962"
"8117","","1","815"
"8118","","8","934"
"8119","","4","532"
"8120","","8","580"
"8121","","8","858"
"8122","","4","1019"
"8123","","6","706"
"8124","","6","769"
"8125","","8","500"
"8126","","4","787"
"8127","","6","953"
"8128","","2","917"
"8129","","1","564"
"8130","","6","799"
"8131","","7","793"
"8132","","1","913"
"8133","","5","518"
"8134","","7","876"
"8135","","2","518"
"8136","","6","958"
"8137","","7","797"
"8138","","1","552"
"8139","","1","924"
"8140","","1","953"
"8141","","7","847"
"8142","","2","951"
"8143","","2","523"
"8144","","7","504"
"8145","","6","521"
"8146","","3","736"
"8147","","3","675"
"8148","","3","546"
"8149","","6","895"
"8150","","3","846"
"8151","","7","542"
"8152","","2","946"
"8153","","6","1034"
"8154","","3","1015"
"8155","","1","588"
"8156","","5","693"
"8157","","8","625"
"8158","","8","715"
"8159","","8","692"
"8160","","1","503"
"8161","","4","865"
"8162","","7","504"
"8163","","7","957"
"8164","","4","651"
"8165","","2","1010"
"8166","","4","726"
"8167","","4","929"
"8168","","1","736"
"8169","","4","714"
"8170","","7","573"
"8171","","1","680"
"8172","","4","795"
"8173","","1","751"
"8174","","4","970"
"8175","","6","957"
"8176","","1","732"
"8177","","7","686"
"8178","","8","611"
"8179","","8","1010"
"8180","","5","621"
"8181","","7","773"
"8182","","4","756"
"8183","","4","571"
"8184","","4","767"
"8185","","2","764"
"8186","","1","615"
"8187","","8","826"
"8188","","1","823"
"8189","","6","637"
"8190","","4","686"
"8191","","5","709"
"8192","","5","808"
"8193","","5","1006"
"8194","","1","1034"
"8195","","3","626"
"8196","","4","554"
"8197","","1","560"
"8198","","8","935"
"8199","","5","794"
"8200","","4","700"
"8201","","8","934"
"8202","","2","859"
"8203","","3","602"
"8204","","4","991"
"8205","","6","1000"
"8206","","8","778"
"8207","","5","790"
"8208","","5","593"
"8209","","2","832"
"8210","","5","674"
"8211","","5","522"
"8212","","8","590"
"8213","","2","538"
"8214","","7","627"
"8215","","3","503"
"8216","","7","562"
"8217","","8","595"
"8218","","6","796"
"8219","","7","572"
"8220","","8","814"
"8221","","5","595"
"8222","","7","1035"
"8223","","7","644"
"8224","","6","874"
"8225","","2","935"
"8226","","5","670"
"8227","","8","1017"
"8228","","3","970"
"8229","","4","865"
"8230","","8","580"
"8231","","6","600"
"8232","","4","594"
"8233","","6","601"
"8234","","3","901"
"8235","","1","719"
"8236","","5","786"
"8237","","3","554"
"8238","","3","717"
"8239","","3","1046"
"8240","","5","1026"
"8241","","4","679"
"8242","","5","870"
"8243","","7","1031"
"8244","","8","826"
"8245","","4","605"
"8246","","2","957"
"8247","","2","517"
"8248","","6","605"
"8249","","6","513"
"8250","","4","710"
"8251","","8","530"
"8252","","4","902"
"8253","","4","1017"
"8254","","2","806"
"8255","","6","875"
"8256","","5","918"
"8257","","4","655"
"8258","","4","916"
"8259","","8","937"
"8260","","2","857"
"8261","","2","734"
"8262","","1","623"
"8263","","4","536"
"8264","","3","995"
"8265","","3","912"
"8266","","3","905"
"8267","","4","731"
"8268","","6","698"
"8269","","2","529"
"8270","","2","610"
"8271","","5","702"
"8272","","8","645"
"8273","","7","869"
"8274","","3","951"
"8275","","5","558"
"8276","","6","587"
"8277","","3","579"
"8278","","4","689"
"8279","","4","709"
"8280","","3","875"
"8281","","1","1002"
"8282","","5","875"
"8283","","1","1037"
"8284","","5","1000"
"8285","","2","926"
"8286","","7","938"
"8287","","6","1010"
"8288","","5","872"
"8289","","5","606"
"8290","","3","970"
"8291","","3","878"
"8292","","5","583"
"8293","","3","795"
"8294","","6","984"
"8295","","2","900"
"8296","","3","760"
"8297","","6","989"
"8298","","5","771"
"8299","","6","849"
"8300","","6","788"
"8301","","2","666"
"8302","","8","961"
"8303","","3","789"
"8304","","7","533"
"8305","","7","678"
"8306","","1","624"
"8307","","4","508"
"8308","","5","575"
"8309","","3","806"
"8310","","2","950"
"8311","","5","626"
"8312","","1","586"
"8313","","1","747"
"8314","","6","1029"
"8315","","7","968"
"8316","","7","812"
"8317","","8","709"
"8318","","5","551"
"8319","","7","950"
"8320","","7","699"
"8321","","4","562"
"8322","","3","524"
"8323","","2","801"
"8324","","3","960"
"8325","","5","1028"
"8326","","2","845"
"8327","","6","606"
"8328","","2","739"
"8329","","5","737"
"8330","","3","984"
"8331","","4","553"
"8332","","1","1017"
"8333","","3","608"
"8334","","4","562"
"8335","","5","565"
"8336","","8","753"
"8337","","2","843"
"8338","","8","995"
"8339","","4","979"
"8340","","6","934"
"8341","","4","1003"
"8342","","1","693"
"8343","","5","547"
"8344","","2","840"
"8345","","6","845"
"8346","","5","795"
"8347","","5","726"
"8348","","1","998"
"8349","","6","714"
"8350","","3","670"
"8351","","7","1020"
"8352","","8","533"
"8353","","6","724"
"8354","","6","991"
"8355","","6","959"
"8356","","3","522"
"8357","","5","834"
"8358","","6","596"
"8359","","2","654"
"8360","","2","663"
"8361","","4","587"
"8362","","6","590"
"8363","","1","840"
"8364","","3","544"
"8365","","2","504"
"8366","","6","815"
"8367","","2","1019"
"8368","","4","900"
"8369","","4","549"
"8370","","2","536"
"8371","","8","1022"
"8372","","1","1014"
"8373","","2","689"
"8374","","8","702"
"8375","","7","989"
"8376","","4","972"
"8377","","6","959"
"8378","","1","730"
"8379","","5","911"
"8380","","4","848"
"8381","","1","644"
"8382","","4","939"
"8383","","7","795"
"8384","","6","1043"
"8385","","8","1037"
"8386","","3","890"
"8387","","1","729"
"8388","","1","603"
"8389","","7","686"
"8390","","6","957"
"8391","","6","641"
"8392","","8","846"
"8393","","8","733"
"8394","","1","876"
"8395","","6","969"
"8396","","3","594"
"8397","","5","516"
"8398","","5","734"
"8399","","8","798"
"8400","","3","778"
"8401","","8","742"
"8402","","7","559"
"8403","","3","992"
"8404","","1","625"
"8405","","4","575"
"8406","","8","751"
"8407","","3","885"
"8408","","7","840"
"8409","","2","646"
"8410","","7","687"
"8411","","3","948"
"8412","","8","1031"
"8413","","1","868"
"8414","","4","858"
"8415","","8","1042"
"8416","","4","937"
"8417","","3","846"
"8418","","6","723"
"8419","","7","842"
"8420","","1","694"
"8421","","7","870"
"8422","","5","1046"
"8423","","7","550"
"8424","","8","943"
"8425","","8","742"
"8426","","1","1022"
"8427","","6","818"
"8428","","4","880"
"8429","","7","1000"
"8430","","4","579"
"8431","","6","536"
"8432","","8","783"
"8433","","5","764"
"8434","","7","1029"
"8435","","2","841"
"8436","","4","743"
"8437","","7","654"
"8438","","8","1047"
"8439","","2","956"
"8440","","4","974"
"8441","","8","568"
"8442","","6","801"
"8443","","8","779"
"8444","","7","583"
"8445","","2","1022"
"8446","","2","828"
"8447","","4","968"
"8448","","6","596"
"8449","","3","907"
"8450","","3","550"
"8451","","3","696"
"8452","","7","654"
"8453","","7","858"
"8454","","1","957"
"8455","","4","964"
"8456","","1","613"
"8457","","5","885"
"8458","","3","968"
"8459","","2","546"
"8460","","2","572"
"8461","","6","1023"
"8462","","6","774"
"8463","","3","850"
"8464","","7","668"
"8465","","6","1041"
"8466","","4","781"
"8467","","7","704"
"8468","","6","804"
"8469","","6","827"
"8470","","1","981"
"8471","","3","920"
"8472","","3","614"
"8473","","2","938"
"8474","","6","717"
"8475","","2","828"
"8476","","4","656"
"8477","","8","873"
"8478","","2","730"
"8479","","3","885"
"8480","","3","686"
"8481","","4","818"
"8482","","1","971"
"8483","","3","599"
"8484","","2","844"
"8485","","8","534"
"8486","","5","893"
"8487","","6","557"
"8488","","7","865"
"8489","","8","928"
"8490","","3","1048"
"8491","","8","849"
"8492","","3","643"
"8493","","2","849"
"8494","","2","621"
"8495","","1","1014"
"8496","","5","684"
"8497","","4","778"
"8498","","7","683"
"8499","","8","637"
"8500","","1","669"
"8501","","3","1047"
"8502","","3","889"
"8503","","8","777"
"8504","","3","900"
"8505","","4","775"
"8506","","4","842"
"8507","","8","596"
"8508","","6","873"
"8509","","3","841"
"8510","","4","613"
"8511","","8","666"
"8512","","7","950"
"8513","","1","959"
"8514","","5","659"
"8515","","5","665"
"8516","","4","776"
"8517","","3","634"
"8518","","8","631"
"8519","","1","575"
"8520","","5","579"
"8521","","4","1002"
"8522","","2","665"
"8523","","8","584"
"8524","","3","1050"
"8525","","8","754"
"8526","","2","893"
"8527","","4","1044"
"8528","","3","700"
"8529","","3","579"
"8530","","3","673"
"8531","","4","721"
"8532","","3","780"
"8533","","3","1043"
"8534","","1","797"
"8535","","2","996"
"8536","","6","501"
"8537","","5","602"
"8538","","8","810"
"8539","","1","813"
"8540","","3","1021"
"8541","","1","743"
"8542","","3","514"
"8543","","3","979"
"8544","","7","698"
"8545","","8","796"
"8546","","7","786"
"8547","","7","555"
"8548","","7","687"
"8549","","8","854"
"8550","","7","776"
"8551","","6","1034"
"8552","","4","921"
"8553","","4","554"
"8554","","8","614"
"8555","","2","728"
"8556","","4","897"
"8557","","1","675"
"8558","","8","914"
"8559","","5","674"
"8560","","6","610"
"8561","","1","975"
"8562","","8","948"
"8563","","2","618"
"8564","","1","554"
"8565","","6","1048"
"8566","","2","652"
"8567","","8","575"
"8568","","2","578"
"8569","","7","819"
"8570","","7","912"
"8571","","5","836"
"8572","","3","990"
"8573","","8","974"
"8574","","2","1018"
"8575","","2","508"
"8576","","1","526"
"8577","","1","806"
"8578","","5","658"
"8579","","3","563"
"8580","","2","597"
"8581","","1","922"
"8582","","7","890"
"8583","","5","614"
"8584","","3","834"
"8585","","5","746"
"8586","","4","659"
"8587","","8","649"
"8588","","5","554"
"8589","","6","530"
"8590","","7","642"
"8591","","6","859"
"8592","","7","759"
"8593","","6","853"
"8594","","6","938"
"8595","","3","626"
"8596","","6","983"
"8597","","1","969"
"8598","","7","1001"
"8599","","7","831"
"8600","","4","1038"
"8601","","4","790"
"8602","","7","788"
"8603","","8","618"
"8604","","8","795"
"8605","","3","586"
"8606","","4","574"
"8607","","5","607"
"8608","","5","990"
"8609","","5","841"
"8610","","6","536"
"8611","","7","670"
"8612","","8","511"
"8613","","5","609"
"8614","","6","798"
"8615","","3","675"
"8616","","7","555"
"8617","","4","963"
"8618","","2","681"
"8619","","5","746"
"8620","","2","898"
"8621","","8","1035"
"8622","","8","986"
"8623","","4","970"
"8624","","4","1036"
"8625","","8","603"
"8626","","8","940"
"8627","","4","591"
"8628","","3","960"
"8629","","2","913"
"8630","","2","577"
"8631","","2","690"
"8632","","4","766"
"8633","","7","974"
"8634","","8","986"
"8635","","4","692"
"8636","","3","833"
"8637","","8","704"
"8638","","6","1013"
"8639","","1","693"
"8640","","2","628"
"8641","","7","600"
"8642","","5","726"
"8643","","5","517"
"8644","","2","805"
"8645","","8","923"
"8646","","1","505"
"8647","","8","838"
"8648","","2","646"
"8649","","1","912"
"8650","","6","614"
"8651","","4","770"
"8652","","3","899"
"8653","","1","574"
"8654","","3","623"
"8655","","4","760"
"8656","","5","660"
"8657","","7","685"
"8658","","3","934"
"8659","","8","879"
"8660","","7","656"
"8661","","6","556"
"8662","","5","974"
"8663","","3","710"
"8664","","6","532"
"8665","","5","959"
"8666","","8","838"
"8667","","4","790"
"8668","","4","1031"
"8669","","3","812"
"8670","","4","632"
"8671","","5","716"
"8672","","1","577"
"8673","","6","528"
"8674","","7","774"
"8675","","6","754"
"8676","","5","684"
"8677","","1","976"
"8678","","2","964"
"8679","","5","1010"
"8680","","7","696"
"8681","","7","813"
"8682","","2","1008"
"8683","","6","940"
"8684","","4","707"
"8685","","2","950"
"8686","","3","827"
"8687","","6","822"
"8688","","5","925"
"8689","","4","797"
"8690","","2","1034"
"8691","","6","895"
"8692","","4","628"
"8693","","3","992"
"8694","","2","606"
"8695","","6","865"
"8696","","4","682"
"8697","","2","793"
"8698","","2","617"
"8699","","4","877"
"8700","","3","562"
"8701","","7","935"
"8702","","6","679"
"8703","","6","721"
"8704","","2","524"
"8705","","1","868"
"8706","","6","540"
"8707","","4","1042"
"8708","","1","563"
"8709","","8","704"
"8710","","1","671"
"8711","","4","830"
"8712","","6","699"
"8713","","7","533"
"8714","","8","1017"
"8715","","6","783"
"8716","","7","933"
"8717","","7","882"
"8718","","3","1005"
"8719","","3","941"
"8720","","5","522"
"8721","","7","833"
"8722","","8","638"
"8723","","8","848"
"8724","","5","863"
"8725","","4","980"
"8726","","1","902"
"8727","","6","781"
"8728","","3","552"
"8729","","3","729"
"8730","","3","713"
"8731","","8","944"
"8732","","7","616"
"8733","","6","589"
"8734","","2","877"
"8735","","3","900"
"8736","","3","768"
"8737","","8","1030"
"8738","","7","645"
"8739","","2","884"
"8740","","8","952"
"8741","","5","1048"
"8742","","4","685"
"8743","","4","993"
"8744","","1","782"
"8745","","8","717"
"8746","","4","796"
"8747","","6","878"
"8748","","1","895"
"8749","","4","1041"
"8750","","5","939"
"8751","","3","943"
"8752","","7","895"
"8753","","7","788"
"8754","","6","794"
"8755","","7","611"
"8756","","8","797"
"8757","","4","891"
"8758","","7","721"
"8759","","2","780"
"8760","","3","961"
"8761","","6","744"
"8762","","6","805"
"8763","","3","835"
"8764","","7","582"
"8765","","3","857"
"8766","","3","513"
"8767","","3","881"
"8768","","8","922"
"8769","","6","562"
"8770","","3","664"
"8771","","6","619"
"8772","","6","889"
"8773","","2","777"
"8774","","7","551"
"8775","","8","886"
"8776","","3","931"
"8777","","6","961"
"8778","","3","899"
"8779","","2","704"
"8780","","4","1020"
"8781","","1","827"
"8782","","5","655"
"8783","","7","981"
"8784","","3","913"
"8785","","2","681"
"8786","","1","968"
"8787","","6","735"
"8788","","8","616"
"8789","","2","908"
"8790","","7","701"
"8791","","2","706"
"8792","","4","592"
"8793","","6","985"
"8794","","6","994"
"8795","","5","546"
"8796","","6","978"
"8797","","1","623"
"8798","","1","824"
"8799","","3","927"
"8800","","6","750"
"8801","","6","515"
"8802","","3","990"
"8803","","4","664"
"8804","","4","901"
"8805","","1","748"
"8806","","2","808"
"8807","","4","875"
"8808","","2","926"
"8809","","8","825"
"8810","","5","582"
"8811","","3","935"
"8812","","4","1017"
"8813","","2","719"
"8814","","1","589"
"8815","","7","518"
"8816","","8","659"
"8817","","8","767"
"8818","","8","710"
"8819","","4","680"
"8820","","7","586"
"8821","","8","1018"
"8822","","4","1037"
"8823","","3","521"
"8824","","4","967"
"8825","","2","565"
"8826","","7","630"
"8827","","4","761"
"8828","","8","642"
"8829","","3","851"
"8830","","7","857"
"8831","","3","943"
"8832","","6","815"
"8833","","6","597"
"8834","","7","787"
"8835","","4","1013"
"8836","","7","591"
"8837","","8","505"
"8838","","8","640"
"8839","","1","879"
"8840","","8","721"
"8841","","2","720"
"8842","","5","740"
"8843","","6","825"
"8844","","2","576"
"8845","","6","938"
"8846","","4","857"
"8847","","3","1010"
"8848","","4","821"
"8849","","2","698"
"8850","","6","904"
"8851","","6","901"
"8852","","2","892"
"8853","","7","733"
"8854","","2","983"
"8855","","8","556"
"8856","","8","735"
"8857","","4","941"
"8858","","6","769"
"8859","","4","914"
"8860","","8","931"
"8861","","4","677"
"8862","","8","965"
"8863","","7","867"
"8864","","3","547"
"8865","","2","1002"
"8866","","2","574"
"8867","","1","534"
"8868","","3","841"
"8869","","7","712"
"8870","","4","632"
"8871","","8","795"
"8872","","8","744"
"8873","","3","986"
"8874","","3","980"
"8875","","1","702"
"8876","","4","1047"
"8877","","3","894"
"8878","","3","678"
"8879","","7","513"
"8880","","3","619"
"8881","","6","558"
"8882","","7","936"
"8883","","3","563"
"8884","","2","522"
"8885","","4","601"
"8886","","4","1005"
"8887","","1","949"
"8888","","6","968"
"8889","","6","1023"
"8890","","8","847"
"8891","","7","628"
"8892","","5","748"
"8893","","7","574"
"8894","","7","897"
"8895","","6","880"
"8896","","1","829"
"8897","","7","943"
"8898","","6","853"
"8899","","5","773"
"8900","","7","841"
"8901","","6","1048"
"8902","","5","815"
"8903","","5","723"
"8904","","8","503"
"8905","","6","869"
"8906","","5","799"
"8907","","6","704"
"8908","","3","977"
"8909","","4","1026"
"8910","","8","770"
"8911","","4","896"
"8912","","4","597"
"8913","","2","507"
"8914","","7","745"
"8915","","5","911"
"8916","","7","974"
"8917","","1","594"
"8918","","3","814"
"8919","","7","818"
"8920","","7","917"
"8921","","1","500"
"8922","","2","1008"
"8923","","6","567"
"8924","","3","669"
"8925","","8","877"
"8926","","7","818"
"8927","","3","899"
"8928","","5","584"
"8929","","7","561"
"8930","","7","928"
"8931","","2","901"
"8932","","6","575"
"8933","","4","840"
"8934","","1","671"
"8935","","7","879"
"8936","","6","965"
"8937","","8","684"
"8938","","4","1014"
"8939","","8","526"
"8940","","4","688"
"8941","","5","650"
"8942","","4","605"
"8943","","5","1050"
"8944","","1","634"
"8945","","3","685"
"8946","","7","630"
"8947","","3","970"
"8948","","7","916"
"8949","","1","541"
"8950","","8","742"
"8951","","6","684"
"8952","","5","979"
"8953","","5","872"
"8954","","6","967"
"8955","","5","590"
"8956","","5","809"
"8957","","5","799"
"8958","","4","858"
"8959","","2","1000"
"8960","","5","926"
"8961","","4","662"
"8962","","8","666"
"8963","","3","825"
"8964","","5","803"
"8965","","3","739"
"8966","","1","881"
"8967","","5","998"
"8968","","2","922"
"8969","","7","560"
"8970","","3","844"
"8971","","5","921"
"8972","","2","1021"
"8973","","5","841"
"8974","","5","878"
"8975","","3","522"
"8976","","8","778"
"8977","","1","981"
"8978","","5","930"
"8979","","4","564"
"8980","","6","634"
"8981","","6","997"
"8982","","8","571"
"8983","","4","976"
"8984","","5","864"
"8985","","1","656"
"8986","","6","569"
"8987","","3","623"
"8988","","5","970"
"8989","","8","537"
"8990","","8","875"
"8991","","4","777"
"8992","","8","897"
"8993","","6","628"
"8994","","4","910"
"8995","","8","587"
"8996","","4","686"
